Sitio,Fecha,Profundidad,Transecto,Abudefduf saxatilis,Abudefduf taurus,Acanthostracion quadricornis,Acanthurus tractus,Acanthurus chirurgus,Acanthurus coeruleus,Aluterus scriptus,Anisotremus surinamensis,Anisotremus virginicus,Apogon binotatus,Apogon maculatus,Archosargos probatocephalus,Aulostomus maculatus,Balistes capriscus,Bodianus pulchellus,Bodianus rufus,Calamus calamus,Calamus penna,Calamus pennatula,Cantherines pullus,Canthidermis sufflamen,Canthigaster rostrata,Caranx bartholomei,Caranx crysos,Caranx latus,Caranx lugubris,Caranx ruber,Centropyge argi,Cephalopholis cruentata,Chaetodipterus faber,Chaetodon capistratus,Chaetodon ocellatus,Chaetodon sedentarius,Chaetodon striatus,Chromis cyanea,Chromis insolata,Chromis multilineata,Chromis scotti,Clepticus parrae,"CLUPEIDAE, ENGRAULIDAE",Coryphopterus glaucofraenum,Coryphopterus personatus/hyalinus,Diodon hystrix,Elacatinus jarocho,Elacatinus oceanops,Elacatinus redimiculus,Elagatis bipinnulata,Emblemariopsis sp.,Epinephelus adscensionis,Epinephelus guttatus,Equetus lanceolatus,Equetus punctatus,Gerres cinereus,Gymnothorax funebris,Gymnothorax miliaris,Gymnothorax moringa,Haemulon aurolineatum,Haemulon carbonarium,Haemulon chrysargyreum,Haemulon flavolineatum,Haemulon macrostomum,Haemulon plumieri,Halichoeres bivitattus,Halichoeres burekae,Halichoeres garnoti,Halichoeres radiatus,Hippocampus erectus,Holacanthus bermudensis,Holacanthus ciliaris,Holacanthus hibrido,Holacanthus tricolor,Holocentrus adscencionis,Holocentrus rufus,Hypleurochilus bermudensis,Hypoplectrus nigricans,Hypoplectrus puella,Hypoplectrus castroaguirrei,Haemulon vittata,Kyphosus sectatrix/incisor,Labrisomus nuchipinnis,Lactophrys bicaudalis,Lactophrys triqueter,Lutjanus analis,Lutjanus apodus,Lutjanus buccanella,Lutjanus griseus,Lutjanus jocu,Lutjanus mahogoni,Lutjanus synagris,Malacacotenus triangulatus,Microspathodon chrysurus,Mulloidichtys martinicus,Mycteroperca bonaci,Mycteroperca interstitialis,Mycteroperca microlepis,Mycteroperca phenax,Mycteroperca tigris,Mycteroperca venenosa,Myrichthys breviceps,Myripristis jacobus,Neopomasentrus cyanomus,Nicholsina usta,Ocyurus chrysurus,Odontoscion dentex,Ogcocephalus radiatus,Ophichthus ophis,Ophioblennius macclurei,Parablenius marmoreus,Paranthias furcifer,Pareques acuminatus,Pareques umbrosus,Pempheris schomburgki,Platybelone argalus,Pterois volitans,Pomacanthus arcuatus,Pomacanthus paru,Pseudopeneus maculatus,Scarus guacamaia,Scarus iseri,Scarus taeniopterus,Scomberomorus cavalla,Scorpaenodes caribbaeus,Scarus vetula,Scorpaena plumieri,Selene vomer,Seriola rivoliana,Serranus subligarius,Serranus tigrinus,Sparisoma atomarium,Sparisoma aurofrenatum,Sparisoma chrysopterum,Sparisoma rubripinae,Sparisoma viridae,Sphoeroides spengleri,Sphyraena borealis/picudilla,Sphyraena guachancho,Sphyrna barracuda,Stegastes adustus,Stegastes partitus ,Stegastes planifrons,Stegastes variabilis,Synodus intermedius,Synodus saurus,Thalassoma bifasciatum
Santiaguillo,27-Jan-10,5,3,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,11,14,,,,,2
Santiaguillo,27-Jan-10,5,4,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,1,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,1,,,,,,,1,,,1,,,,,,8,5,,,,4
Santiaguillo,27-Jan-10,5,5,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,11,,,,
Enmedio,28-Jan-10,9,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,4,,,,,30,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,2,1,1,,,
Enmedio,28-Jan-10,9,2,10,,,,6,,,,,,,,,,,2,,,,,,2,,,,,,,,,,2,,,,,,,,,,25,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,5,,,,,,,,,,,1,,,2,,,,,,4,2,5,,,
Enmedio,28-Jan-10,9,3,30,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,2,2,,,,,,,,,35,,,,,,,1,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,17,5,1,,,
Enmedio,28-Jan-10,9,4,,,,,7,,,,,,,,,,,1,,,,,,4,,,,,,,,,1,,,,,,,,,,,35,,,,,,,1,,,,,,,,,,,5,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,4,,,,,,,,,2,1,5,,,
Enmedio,28-Jan-10,9,5,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,1,,,,,,35,1,,,,50,,,,,,,1,,,,,,,,,,,6,,,,4,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,7,,,,,,,,,,,2,,,,,,,,,,2,5,,,
Enmedio,28-Jan-10,4.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,7,1,,,,
Enmedio,28-Jan-10,4.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,10,,,,,5
Enmedio,28-Jan-10,4.5,3,,,,,2,,,,,,,,,,,1,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,,,,4
Enmedio,28-Jan-10,4.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,,,,
Enmedio,28-Jan-10,4.5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,3,,,,4
AnegadaAdentro,26-Apr-10,16,1,,,,,,,,,,,,,,,,1,,,,,,4,,,,,,,,,,,1,,,,,1,,,,70,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,2,,,,,
AnegadaAdentro,26-Apr-10,16,2,,,,,,,,1,1,,,,,,,2,,,,,,,,,,,,,,,,,2,,,4,,10,,,,70,,,,,,,,,,,,,,,4,,,1,,,,10,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,2,4,,,,,
AnegadaAdentro,26-Apr-10,16,3,,,,,1,,,,,,,,1,,,2,,,,,,1,,,,,,,,,2,,2,,,,,1,,,,40,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,4,,2,,,
AnegadaAdentro,26-Apr-10,16,4,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,4,,1,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,
AnegadaAdentro,26-Apr-10,16,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
AnegadaAdentro,26-Apr-10,4,1,15,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,30,,,,,,10
AnegadaAdentro,26-Apr-10,4,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,25,,,,,,4
AnegadaAdentro,26-Apr-10,4,3,,,,,2,1,,,1,,,,,,,3,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,2,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,20,,,,,,10
AnegadaAdentro,26-Apr-10,4,4,20,,,,,3,,,,,,,,,,2,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,1,1,,,,,20,,,,,,7
AnegadaAdentro,26-Apr-10,4,5,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,6,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,25,2,,,,,4
Blanca,27-Apr-10,15,1,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,1,,,,200,,22,,,,,1,,,,,,,,6,,,2,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,8,1,1,,,
Blanca,27-Apr-10,15,2,,,,,,,,,,,,,,,,2,,,,,,2,,,,,,,,,,,1,,,,,1,,,,40,,,,,,,,,,,,,,,4,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,
Blanca,27-Apr-10,15,3,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,3,,,,,,,,,30,,,,,,,,,,,,,,,8,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,,,
Blanca,27-Apr-10,15,4,,,,,,,,,2,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,2,,,,60,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,2,,,
Blanca,27-Apr-10,15,5,,,,,2,,,,2,,,,,,,3,,,,,,4,,,,,,,,,,,2,,,,,6,,,,20,,,,,,,1,,,,,,,,5,,,1,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,
Blanca,27-Apr-10,4,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,
Blanca,27-Apr-10,4,2,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,16,,2,,,,
Blanca,27-Apr-10,4,3,8,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,1,,,,,,,,,,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,3,,1,,,,
Blanca,27-Apr-10,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,
Blanca,27-Apr-10,4,5,3,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,2,,,,,,,,,,,1,,,,,,,,8,6,6,,,,2
Verde,28-Apr-10,10,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,2,,,,,8,4,,,,90,,,,,,,,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,4,8,2,,,
Verde,28-Apr-10,10,2,50,,,,,,,1,,,,,,,,1,,,,,,3,,,,,,,,,,,,,,,,3,,,,100,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,1,,,2
Verde,28-Apr-10,10,3,,,,,3,,,1,1,,,,,,,1,,,,,,2,,,,,,,,,,,,,,,,2,,,,80,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,1,,,,,,,,,7,,1,,,
Verde,28-Apr-10,10,4,14,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,7,,,,
Verde,28-Apr-10,10,5,,,,,,,,1,2,,,,,,,1,,,,,,2,,,,,,,,,2,,,,,,35,6,,,,50,,,,,,,,,,,,,,,4,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,3,6,1,,,
Verde,28-Apr-10,4,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2,,,,,80,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,4,,,,4
Verde,28-Apr-10,4,2,1,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,2,,1,,,,,,,,,40,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,9,,,,12
Verde,28-Apr-10,4,3,4,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,2,,,,,,,,,,,100,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,6,1,6,,,,4
Verde,28-Apr-10,4,4,,,,,,,,1,,,,,,,,1,,,,,,1,,,,,,,,,1,,,,,,,,,,,25,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,11,12,27,,,,6
Verde,28-Apr-10,4,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,16,,4,,,,2
Santiaguillo,29-Apr-10,15,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,150,,,,,80,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,2,,,,1
Santiaguillo,29-Apr-10,15,2,,,,,,,,,,,,,,,,2,,,,,,1,,,,,,,,,2,1,,,,2,100,11,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,,,,,,4,4,,,,5
Santiaguillo,29-Apr-10,15,3,,,,,,,,,,,,,,,,2,,,,,,2,,,,,,,,,2,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,4,,,,,9
Santiaguillo,29-Apr-10,15,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,40,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,1,,,,,,,,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,2,4,,,,2
Santiaguillo,29-Apr-10,15,5,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,2,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,1,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,6,14,,,,4
Santiaguillo,29-Apr-10,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,41,23,,,,,14
Santiaguillo,29-Apr-10,5,2,1,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,40,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,25,14,2,,,,13
Santiaguillo,29-Apr-10,5,3,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,2,,,,,,,,,,1,,,,,26,25,,,,,9
Santiaguillo,29-Apr-10,5,4,6,,,,,6,,,,,,,,,,1,,,,,,2,,,,,,,,,2,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,2,,,,4,,,,,,,1,,,,,,,,28,24,4,,,,9
Santiaguillo,29-Apr-10,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,1,,,,,16,,14,,,,
Blanquilla,30-Apr-10,10,1,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,1,,,,,,,3,,,20,,,,,,,,,,,,,,,4,,,,1,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,1,,,,1
Blanquilla,30-Apr-10,10,2,2,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,35,,,,,,,,,,,,,,,34,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,1,,,,,,,,,,,,,,4,4,,,,,
Blanquilla,30-Apr-10,10,3,,,,,2,,,,,,,,,,,,,,,,,2,,,,,,,,,1,,2,,,,25,6,,,,20,,,,,,,1,1,,,,,,1,14,,,1,,,,30,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,6,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,3,8,2,,,,
Blanquilla,30-Apr-10,10,4,16,,,,,,,,1,,,,,,,2,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,,,4,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,1,6,,,2,,
Blanquilla,30-Apr-10,10,5,,,,,,,,,1,,,,,,,1,,,,,,1,,,,,,,,,4,,1,,,,,,,,,10,,,,,,,,1,,,,,,,30,,,2,,,,30,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,4,,,,,,,,,,,,,,,,,,,2,4,2,1,,,
Blanquilla,30-Apr-10,4,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,25,,,,,,
Blanquilla,30-Apr-10,4,2,,,,,26,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,4,13,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,20,,,,,,3
Blanquilla,30-Apr-10,4,3,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,22,10,,,,,2
Blanquilla,30-Apr-10,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,
Blanquilla,30-Apr-10,4,5,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,2,,4,2,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,1,,,,,12,2,,,,,6
Ingenieros,5-May-10,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,
Ingenieros,5-May-10,2,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,
Ingenieros,5-May-10,2,3,15,1,,,1,,,30,3,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,
Ingenieros,5-May-10,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,
Ingenieros,5-May-10,2,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,
Sacrificios,5-May-10,7,1,,,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,2,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,4,,,
Sacrificios,5-May-10,7,2,,,,,10,,,,,,,,,,,1,,,,,,,,,,,,,,,,2,,,,,,,,,2,20,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,6,,,
Sacrificios,5-May-10,7,3,,,,,5,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,5,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2,1,4,2,,,
